Date,Region,Crop_Type,Rainfall_mm,Temperature_C,Soil_Moisture,Fertilizer_Used,Pest_Presence,Disease_Presence
5/14/2022,Greater Accra,Maize,97.82,25.1,0.35,No,1,1
5/15/2022,Volta,Yam,217.48,26.8,0.6,No,0,1
5/16/2022,Ashanti,Yam,336.81,25.1,0.7,Yes,0,1
5/16/2022,Volta,Yam,159.92,29.8,0.61,No,0,1
5/17/2022,Western,Yam,376.22,26.6,0.47,No,1,1
5/17/2022,Ashanti,Yam,194.47,25.6,0.42,No,0,1
5/17/2022,Northern,Cassava,225.96,25,0.32,No,0,1
5/17/2022,Western,Rice,334.06,27.1,0.7,No,0,1
5/18/2022,Ashanti,Rice,291.35,26.6,0.64,Yes,0,1
5/19/2022,Volta,Rice,163.4,24.9,0.51,No,0,1
5/19/2022,Greater Accra,Cassava,145.24,23.9,0.42,No,0,1
5/19/2022,Western,Cocoa,363.29,23.4,0.59,No,1,0
5/19/2022,Western,Yam,281.33,24.2,0.63,Yes,1,1
5/20/2022,Volta,Yam,303.1,26.8,0.51,No,0,1
5/20/2022,Greater Accra,Yam,127.58,26.3,0.23,No,0,1
5/20/2022,Ashanti,Rice,164.28,21.5,0.4,Yes,0,1
5/20/2022,Greater Accra,Cocoa,96.26,24.8,0.4,No,0,0
5/21/2022,Northern,Cassava,168.52,27.1,0.49,No,0,1
5/21/2022,Greater Accra,Rice,85.32,27.2,0.38,Yes,1,1
5/21/2022,Greater Accra,Cassava,113.1,25,0.27,No,1,1
5/21/2022,Greater Accra,Maize,138.09,24.9,0.32,Yes,1,1
5/21/2022,Western,Yam,230.66,23,0.49,Yes,0,1
5/22/2022,Western,Yam,199.27,23.7,0.41,No,1,1
5/22/2022,Greater Accra,Cocoa,138.59,26.9,0.51,Yes,1,1
5/22/2022,Ashanti,Maize,269.19,24,0.56,Yes,1,1
5/22/2022,Greater Accra,Cocoa,93.03,30.3,0.47,Yes,1,1
5/22/2022,Volta,Rice,277.8,23.9,0.41,Yes,0,1
5/22/2022,Volta,Yam,167.28,23.5,0.44,No,1,1
5/23/2022,Northern,Cassava,138.29,19.4,0.42,No,0,1
5/23/2022,Greater Accra,Yam,141.54,26.5,0.32,Yes,0,0
5/23/2022,Volta,Yam,217.82,27.9,0.53,Yes,1,1
5/24/2022,Northern,Rice,152.98,25.1,0.54,Yes,0,0
5/25/2022,Northern,Cassava,223.61,28.8,0.54,Yes,1,0
5/25/2022,Ashanti,Maize,265.18,22.4,0.61,No,0,1
5/25/2022,Greater Accra,Rice,129.92,26.2,0.38,Yes,1,1
5/26/2022,Greater Accra,Maize,117.05,25.1,0.34,Yes,1,1
5/26/2022,Ashanti,Cocoa,244.23,25.1,0.68,No,1,1
5/26/2022,Northern,Rice,157.6,28.8,0.29,Yes,0,0
5/26/2022,Greater Accra,Maize,78.95,25.1,0.35,Yes,1,1
5/27/2022,Northern,Maize,177.21,28.3,0.26,Yes,0,0
5/28/2022,Northern,Yam,182.36,24.6,0.38,No,0,1
5/28/2022,Volta,Rice,191.95,27.6,0.6,No,0,1
5/28/2022,Western,Rice,311.45,25.6,0.58,No,0,1
5/29/2022,Volta,Maize,234.36,25.5,0.3,Yes,0,1
5/29/2022,Greater Accra,Yam,95.9,27.3,0.39,Yes,1,1
5/29/2022,Greater Accra,Rice,127.24,30.6,0.38,No,1,1
5/30/2022,Northern,Rice,152.89,27.3,0.14,No,1,1
5/30/2022,Ashanti,Rice,250,24.2,0.54,No,1,0
5/30/2022,Volta,Rice,197.18,24.3,0.4,Yes,1,1
5/31/2022,Volta,Maize,218.63,24.8,0.38,Yes,1,1
5/31/2022,Volta,Maize,247.02,23.6,0.47,No,1,1
6/1/2022,Greater Accra,Rice,94.61,22.9,0.38,Yes,1,0
6/1/2022,Western,Rice,288.84,20.9,0.63,Yes,0,1
6/1/2022,Ashanti,Cocoa,302.06,23.6,0.7,Yes,0,1
6/1/2022,Western,Yam,309.3,23.6,0.52,Yes,1,1
6/1/2022,Ashanti,Rice,218.88,23.5,0.59,Yes,1,1
6/1/2022,Western,Maize,325.14,28.3,0.44,No,0,1
6/3/2022,Ashanti,Rice,236.14,29.8,0.64,Yes,1,1
6/4/2022,Ashanti,Maize,226.44,28.6,0.59,Yes,0,1
6/4/2022,Ashanti,Cassava,217.24,29,0.51,Yes,0,1
6/4/2022,Ashanti,Cassava,180.78,26.7,0.46,No,1,1
6/4/2022,Western,Yam,284.41,29.8,0.7,Yes,0,1
6/5/2022,Western,Rice,284.34,21.4,0.7,Yes,0,1
6/6/2022,Greater Accra,Yam,150.74,27,0.49,Yes,1,1
6/6/2022,Volta,Yam,237.4,27.8,0.48,No,1,1
6/6/2022,Ashanti,Rice,220.16,24.1,0.57,Yes,0,1
6/6/2022,Volta,Maize,163.71,24.7,0.45,Yes,1,1
6/7/2022,Volta,Cassava,239.26,23.9,0.66,Yes,0,1
6/7/2022,Western,Cocoa,297.37,22.4,0.7,Yes,1,1
6/7/2022,Northern,Maize,151.91,32.2,0.26,Yes,1,1
6/8/2022,Volta,Cocoa,162.83,23.6,0.7,Yes,1,1
6/8/2022,Volta,Cassava,174.43,26.1,0.36,Yes,0,1
6/8/2022,Western,Cocoa,270.74,22,0.46,No,1,1
6/9/2022,Volta,Yam,200.05,28.4,0.37,Yes,0,1
6/9/2022,Ashanti,Cassava,285.86,25.1,0.48,Yes,0,1
6/9/2022,Western,Cocoa,250.32,25.5,0.6,No,0,1
6/9/2022,Northern,Cocoa,224.57,26.8,0.39,No,1,1
6/9/2022,Volta,Yam,205.48,26.4,0.48,Yes,0,0
6/10/2022,Volta,Maize,158.63,24.1,0.58,Yes,0,1
6/10/2022,Volta,Maize,235.22,23.3,0.46,Yes,1,1
6/10/2022,Greater Accra,Rice,113.16,26.2,0.38,Yes,0,1
6/10/2022,Volta,Cocoa,201.65,25,0.33,Yes,0,1
6/11/2022,Greater Accra,Cocoa,103.32,30.2,0.46,No,0,1
6/11/2022,Western,Maize,277.48,25.4,0.7,Yes,0,1
6/11/2022,Volta,Cocoa,225.45,25.5,0.52,Yes,0,1
6/12/2022,Western,Maize,291.45,27.7,0.5,Yes,1,1
6/12/2022,Volta,Cassava,105.93,29.6,0.56,Yes,0,1
6/14/2022,Ashanti,Maize,252.5,22.6,0.45,No,0,1
6/14/2022,Volta,Yam,208.77,24.6,0.49,No,0,1
6/14/2022,Ashanti,Rice,229.5,23.6,0.6,Yes,1,1
6/15/2022,Western,Rice,389.73,25.5,0.7,Yes,1,1
6/15/2022,Ashanti,Yam,210.22,22.4,0.52,No,1,1
6/15/2022,Greater Accra,Rice,144.29,27.2,0.4,Yes,1,0
6/16/2022,Greater Accra,Cassava,134.78,25.6,0.3,Yes,1,0
6/16/2022,Western,Cassava,302.52,25,0.6,Yes,0,1
6/16/2022,Western,Rice,285.98,23.8,0.59,Yes,1,1
6/16/2022,Greater Accra,Cocoa,115.94,27.9,0.31,No,0,1
6/16/2022,Western,Cassava,374.93,24.7,0.7,No,0,1
6/16/2022,Greater Accra,Yam,133.44,27.9,0.46,Yes,0,1
6/17/2022,Ashanti,Cocoa,280.84,24,0.56,Yes,0,1
6/17/2022,Volta,Maize,236.41,27.8,0.51,Yes,0,1
6/18/2022,Northern,Rice,152.42,28.4,0.25,Yes,0,0
6/19/2022,Greater Accra,Cassava,108.76,26,0.56,No,0,1
6/19/2022,Western,Yam,250.13,26.5,0.54,Yes,1,0
6/20/2022,Western,Maize,256.07,25.7,0.68,Yes,0,1
6/20/2022,Northern,Yam,170.21,28,0.39,No,1,0
6/20/2022,Greater Accra,Yam,114.83,25.5,0.34,Yes,1,1
6/20/2022,Ashanti,Cocoa,182.6,25.5,0.6,No,1,1
6/21/2022,Greater Accra,Cassava,144.67,25.7,0.29,Yes,0,0
6/21/2022,Northern,Cassava,167.71,29.6,0.61,Yes,1,0
6/21/2022,Volta,Maize,249.41,23.5,0.5,Yes,1,1
6/22/2022,Western,Maize,217.65,25.6,0.7,Yes,0,1
6/22/2022,Greater Accra,Rice,116.56,26,0.41,Yes,1,0
6/22/2022,Northern,Cocoa,130.32,24.1,0.38,Yes,0,0
6/23/2022,Northern,Cocoa,127.72,25,0.43,Yes,0,1
6/23/2022,Volta,Cassava,226.03,26,0.54,Yes,0,1
6/23/2022,Northern,Rice,200.36,34.8,0.38,Yes,0,1
6/24/2022,Volta,Maize,232.76,29.5,0.47,Yes,0,1
6/24/2022,Ashanti,Cocoa,189.5,27.3,0.42,Yes,0,1
6/25/2022,Northern,Cassava,98.52,25.9,0.47,No,0,0
6/25/2022,Ashanti,Cassava,352.92,21,0.63,No,1,1
6/25/2022,Western,Maize,243.86,25.9,0.7,Yes,1,1
6/26/2022,Northern,Cassava,73.03,28.1,0.31,No,1,1
6/26/2022,Western,Yam,268.64,24.2,0.57,Yes,1,1
6/26/2022,Greater Accra,Cocoa,132.25,27.4,0.34,Yes,1,1
6/26/2022,Northern,Maize,176.12,24.6,0.29,No,1,1
6/26/2022,Northern,Yam,196.62,29.4,0.47,No,1,1
6/27/2022,Western,Yam,202.48,24.3,0.49,Yes,0,1
6/28/2022,Volta,Yam,244,28,0.3,Yes,0,0
6/29/2022,Volta,Cassava,232.07,24.1,0.56,No,1,1
6/29/2022,Greater Accra,Maize,105.18,28.6,0.47,Yes,0,1
6/29/2022,Northern,Cocoa,196.02,26.7,0.32,Yes,1,1
6/29/2022,Western,Rice,327.61,27.2,0.69,Yes,0,1
6/29/2022,Volta,Maize,211.33,24,0.47,Yes,1,1
6/30/2022,Ashanti,Maize,234.04,26.2,0.67,No,1,1
6/30/2022,Greater Accra,Cocoa,99.55,26.4,0.44,Yes,0,0
6/30/2022,Northern,Maize,117.95,24.7,0.32,Yes,1,1
6/30/2022,Western,Rice,281.43,23.9,0.61,No,1,1
7/1/2022,Western,Rice,250.6,25.5,0.54,Yes,1,1
7/1/2022,Greater Accra,Cassava,112.55,28.8,0.3,Yes,0,0
7/1/2022,Volta,Rice,269.89,26.9,0.48,Yes,0,1
7/2/2022,Volta,Maize,221.97,23.1,0.45,No,0,1
7/2/2022,Ashanti,Yam,318.54,25.9,0.7,No,0,0
7/2/2022,Northern,Cassava,181.21,32.4,0.43,Yes,1,1
7/3/2022,Ashanti,Rice,267.04,25.8,0.69,No,1,1
7/3/2022,Ashanti,Cocoa,164.67,26.2,0.55,Yes,0,1
7/3/2022,Volta,Yam,262.81,23.3,0.49,Yes,1,1
7/3/2022,Western,Maize,266.43,23.7,0.67,Yes,1,0
7/4/2022,Greater Accra,Maize,100.62,27.6,0.37,No,1,1
7/4/2022,Ashanti,Maize,274.37,24.6,0.52,Yes,1,1
7/5/2022,Volta,Cocoa,233.77,22.3,0.36,No,0,1
7/5/2022,Western,Maize,275.71,28,0.57,Yes,1,1
7/5/2022,Western,Cocoa,370.71,26.4,0.64,No,1,0
7/5/2022,Western,Yam,338.78,24.3,0.7,No,0,1
7/5/2022,Western,Cocoa,305.63,26.6,0.6,Yes,1,1
7/6/2022,Northern,Rice,143.74,20.5,0.28,Yes,1,1
7/6/2022,Volta,Cassava,149.98,21.7,0.4,No,1,1
7/6/2022,Volta,Rice,245.7,28.7,0.67,Yes,0,1
7/6/2022,Ashanti,Cassava,209.56,27.5,0.64,Yes,0,1
7/6/2022,Ashanti,Cassava,249.62,24.2,0.54,Yes,0,1
7/7/2022,Greater Accra,Cassava,101.02,26.5,0.35,Yes,0,1
7/7/2022,Ashanti,Maize,233.88,25.9,0.67,Yes,1,1
7/7/2022,Greater Accra,Cocoa,152.94,28.3,0.29,No,0,0
7/8/2022,Northern,Cocoa,175.41,28.5,0.31,Yes,1,1
7/8/2022,Northern,Maize,185.2,29.8,0.3,No,1,1
7/8/2022,Northern,Cocoa,179.06,26,0.28,Yes,0,1
7/8/2022,Greater Accra,Yam,97.59,27.4,0.44,Yes,1,1
7/8/2022,Greater Accra,Cassava,152.25,25.7,0.31,Yes,1,1
7/8/2022,Greater Accra,Cassava,74.22,26.9,0.45,Yes,0,1
7/9/2022,Ashanti,Rice,238.87,31,0.7,Yes,0,1
7/9/2022,Western,Maize,270.32,24.9,0.7,Yes,1,1
7/9/2022,Western,Cocoa,326.96,26.3,0.38,Yes,0,0
7/10/2022,Western,Yam,289.7,22.8,0.7,Yes,0,1
7/10/2022,Ashanti,Cocoa,277.81,24.2,0.61,Yes,1,1
7/10/2022,Greater Accra,Rice,111.97,30.6,0.25,No,0,0
7/10/2022,Ashanti,Cocoa,277.48,23.3,0.69,Yes,1,1
7/10/2022,Ashanti,Yam,332.89,26.4,0.7,Yes,1,0
7/12/2022,Volta,Yam,189.03,24.6,0.48,Yes,1,1
7/12/2022,Volta,Cocoa,167.51,28,0.4,Yes,0,1
7/13/2022,Northern,Yam,169.62,25.5,0.19,Yes,1,0
7/13/2022,Ashanti,Maize,249.06,25.3,0.7,Yes,1,0
7/13/2022,Greater Accra,Rice,132.28,23.3,0.65,No,0,0
7/13/2022,Ashanti,Maize,239.34,26.6,0.56,No,1,1
7/13/2022,Volta,Maize,135.08,23.8,0.42,No,0,1
7/13/2022,Volta,Cocoa,307.8,28.1,0.58,Yes,0,1
7/15/2022,Greater Accra,Rice,133.86,27.8,0.28,Yes,1,1
7/15/2022,Volta,Maize,156.16,29.1,0.51,No,1,0
7/15/2022,Ashanti,Cassava,251.47,25,0.59,No,1,0
7/16/2022,Volta,Cassava,205.74,23.8,0.49,Yes,1,1
7/16/2022,Volta,Rice,220.5,28.6,0.46,Yes,1,1
7/16/2022,Western,Cocoa,143.37,23.4,0.56,Yes,0,1
7/16/2022,Volta,Cocoa,258.12,25.8,0.55,Yes,0,1
7/17/2022,Ashanti,Maize,295.76,25.5,0.55,Yes,0,1
7/17/2022,Northern,Maize,167.91,27.3,0.43,Yes,1,1
7/18/2022,Western,Yam,313.27,24.4,0.7,Yes,0,1
7/18/2022,Volta,Cocoa,256.41,25.2,0.47,No,0,1
7/18/2022,Volta,Rice,161.74,23,0.44,No,1,1
7/18/2022,Western,Yam,242.49,26.1,0.61,Yes,1,1
7/19/2022,Western,Cocoa,331.91,24,0.53,Yes,1,1
7/19/2022,Greater Accra,Rice,85.69,26.5,0.25,No,1,1
7/20/2022,Greater Accra,Rice,150.89,29.3,0.38,Yes,1,1
7/21/2022,Ashanti,Cocoa,271.44,22.1,0.62,Yes,0,1
7/21/2022,Western,Yam,267.58,26.4,0.69,No,0,1
7/22/2022,Greater Accra,Cassava,176.68,25.3,0.54,Yes,0,1
7/22/2022,Greater Accra,Cassava,109.51,28,0.35,Yes,1,1
7/22/2022,Western,Rice,253.31,23.2,0.7,No,0,1
7/22/2022,Northern,Cassava,126.09,30.7,0.26,Yes,0,1
7/22/2022,Western,Cassava,332.98,25.4,0.7,No,0,1
7/22/2022,Greater Accra,Cassava,165.71,28.2,0.32,Yes,1,1
7/23/2022,Greater Accra,Yam,158.38,28.8,0.46,Yes,0,1
7/23/2022,Ashanti,Cocoa,363.27,26.5,0.45,Yes,1,0
7/23/2022,Northern,Cocoa,189.43,25.9,0.35,Yes,0,1
7/23/2022,Volta,Yam,247.81,26.2,0.59,Yes,0,1
7/23/2022,Western,Cassava,319.85,24.8,0.61,Yes,0,1
7/24/2022,Western,Rice,273.86,25.9,0.6,Yes,0,1
7/24/2022,Northern,Rice,172.68,24.8,0.25,No,0,1
7/25/2022,Volta,Yam,224.56,26.7,0.59,Yes,0,1
7/25/2022,Northern,Yam,189.09,30,0.44,Yes,0,1
7/26/2022,Northern,Cocoa,136.01,26.7,0.41,Yes,1,1
7/26/2022,Volta,Maize,242.05,25.8,0.47,No,1,1
7/26/2022,Greater Accra,Rice,78.75,24.7,0.43,Yes,0,1
7/27/2022,Northern,Yam,128.09,24.5,0.48,Yes,0,1
7/27/2022,Greater Accra,Rice,128.73,28.2,0.38,No,0,1
7/27/2022,Northern,Rice,130.65,27.9,0.5,Yes,0,1
7/27/2022,Western,Rice,314.35,23.5,0.58,No,0,1
7/27/2022,Ashanti,Maize,248.86,27.6,0.63,Yes,0,1
7/27/2022,Greater Accra,Maize,146.39,28.1,0.35,Yes,1,0
7/27/2022,Greater Accra,Maize,100.48,29,0.42,Yes,1,1
7/27/2022,Northern,Cocoa,122.25,23.7,0.24,Yes,1,1
7/27/2022,Ashanti,Rice,299.1,27.8,0.51,Yes,1,1
7/27/2022,Western,Cocoa,230.39,27,0.64,No,0,1
7/28/2022,Ashanti,Rice,230.46,21.4,0.42,Yes,1,1
7/28/2022,Northern,Cassava,143.71,29.3,0.31,Yes,0,0
7/28/2022,Greater Accra,Yam,108.44,27.9,0.45,No,1,0
7/28/2022,Northern,Cassava,148.09,28.3,0.42,Yes,1,0
7/28/2022,Ashanti,Cassava,290.5,22.7,0.61,Yes,1,1
7/29/2022,Ashanti,Cassava,285.36,27.5,0.62,Yes,0,1
7/29/2022,Volta,Maize,226.07,27.8,0.38,Yes,0,1
7/29/2022,Greater Accra,Cassava,133.85,27.8,0.37,Yes,0,0
7/29/2022,Volta,Cocoa,230.21,26.6,0.53,Yes,1,1
7/30/2022,Northern,Rice,196.04,29.5,0.34,Yes,1,1
7/30/2022,Volta,Yam,219.37,25.1,0.58,Yes,1,1
7/30/2022,Ashanti,Rice,353.34,25.7,0.37,Yes,0,1
7/31/2022,Volta,Yam,210.22,23.4,0.46,No,0,1
7/31/2022,Northern,Maize,137.66,26.1,0.46,No,0,0
7/31/2022,Volta,Yam,264.23,25.1,0.45,Yes,1,1
7/31/2022,Northern,Cassava,150.99,30,0.33,No,1,0
7/31/2022,Northern,Rice,209.64,29.1,0.22,Yes,1,1
8/1/2022,Northern,Cocoa,164.63,31.7,0.56,No,1,1
8/2/2022,Western,Rice,269.62,22.8,0.68,Yes,0,1
8/2/2022,Volta,Maize,233.22,27,0.7,Yes,0,1
8/2/2022,Greater Accra,Cocoa,141.03,27.4,0.45,Yes,1,0
8/2/2022,Ashanti,Cassava,167.35,28.8,0.46,Yes,0,1
8/2/2022,Western,Yam,318.9,25,0.64,Yes,1,1
8/3/2022,Ashanti,Rice,199.44,22.8,0.63,No,0,1
8/3/2022,Western,Maize,305.8,25.7,0.39,Yes,0,1
8/4/2022,Northern,Cassava,151.73,25.9,0.42,Yes,0,0
8/4/2022,Greater Accra,Rice,124.79,25.2,0.33,No,0,0
8/4/2022,Northern,Cassava,112.05,26,0.25,No,1,0
8/4/2022,Volta,Yam,163.23,26.8,0.47,Yes,0,1
8/5/2022,Western,Cassava,247.68,25.9,0.7,No,1,0
8/5/2022,Volta,Yam,109.65,23.3,0.46,Yes,0,1
8/5/2022,Ashanti,Cassava,237.7,25.2,0.55,Yes,1,1
8/6/2022,Volta,Cassava,183.12,27.4,0.6,Yes,0,1
8/6/2022,Greater Accra,Yam,94.11,29.4,0.41,No,0,1
8/7/2022,Ashanti,Cassava,221.63,26.5,0.51,No,0,1
8/8/2022,Greater Accra,Maize,140.91,27.2,0.46,No,0,1
8/8/2022,Northern,Maize,147.94,27.1,0.15,Yes,1,1
8/8/2022,Greater Accra,Cocoa,152.6,30.2,0.43,No,1,1
8/9/2022,Greater Accra,Yam,143.82,25.1,0.35,Yes,0,1
8/9/2022,Ashanti,Cassava,308.96,27.2,0.6,Yes,1,1
8/10/2022,Volta,Maize,261.53,24,0.61,Yes,1,1
8/10/2022,Northern,Maize,144.64,26,0.24,No,1,1
8/10/2022,Volta,Cocoa,192.34,23.8,0.36,Yes,1,1
8/10/2022,Volta,Maize,221.92,24.4,0.47,Yes,1,1
8/10/2022,Northern,Maize,205.07,28.6,0.23,Yes,0,1
8/11/2022,Greater Accra,Yam,138.89,25.4,0.35,Yes,1,1
8/11/2022,Ashanti,Maize,237.17,23.1,0.48,No,1,1
8/11/2022,Volta,Maize,273.03,24.8,0.45,Yes,1,1
8/11/2022,Greater Accra,Yam,132.94,23.9,0.41,No,0,1
8/12/2022,Western,Maize,338.78,23,0.7,Yes,1,1
8/12/2022,Volta,Rice,151.27,27,0.53,Yes,0,1
8/12/2022,Greater Accra,Yam,104.21,26.4,0.36,Yes,0,1
8/12/2022,Volta,Yam,242.14,23.5,0.56,Yes,1,1
8/13/2022,Volta,Yam,219.44,25.5,0.41,Yes,1,1
8/13/2022,Northern,Maize,198.5,26.1,0.18,No,0,1
8/13/2022,Volta,Maize,165.5,22.9,0.43,Yes,0,0
8/14/2022,Northern,Yam,209.59,26,0.19,No,1,1
8/14/2022,Volta,Maize,223.8,28.7,0.46,Yes,0,1
8/14/2022,Northern,Yam,147.33,28.8,0.5,No,0,1
8/14/2022,Northern,Cocoa,158.83,27.2,0.41,Yes,0,1
8/14/2022,Greater Accra,Cocoa,124.89,22.8,0.47,Yes,1,1
8/15/2022,Volta,Cassava,176.88,25.1,0.55,Yes,1,1
8/15/2022,Volta,Maize,228.64,26.6,0.47,No,0,1
8/15/2022,Greater Accra,Cocoa,119.99,28.3,0.46,Yes,0,1
8/15/2022,Northern,Rice,137.84,27.9,0.3,Yes,1,1
8/15/2022,Northern,Rice,135.22,29.1,0.41,Yes,1,1
8/16/2022,Greater Accra,Rice,123.3,25.2,0.52,Yes,1,0
8/16/2022,Volta,Cocoa,172.14,23.1,0.47,Yes,0,1
8/17/2022,Ashanti,Cassava,282.05,25.5,0.7,Yes,1,0
8/17/2022,Greater Accra,Rice,126.43,25.6,0.53,No,1,1
8/18/2022,Northern,Yam,102.65,25.9,0.33,Yes,1,1
8/18/2022,Western,Yam,286.43,26.8,0.55,Yes,1,0
8/18/2022,Western,Maize,431.38,20.9,0.7,Yes,1,1
8/19/2022,Northern,Cocoa,175.7,30.4,0.46,No,0,1
8/19/2022,Greater Accra,Cassava,85.02,24.3,0.39,Yes,0,1
8/20/2022,Northern,Rice,225.26,27.2,0.42,Yes,1,1
8/21/2022,Northern,Yam,101.07,28.3,0.45,Yes,0,1
8/22/2022,Ashanti,Rice,212.95,26.4,0.66,Yes,1,1
8/22/2022,Western,Yam,354.99,25.8,0.6,Yes,1,1
8/22/2022,Ashanti,Cassava,242.51,23.1,0.7,Yes,0,1
8/22/2022,Volta,Rice,214.2,25.3,0.43,Yes,1,0
8/22/2022,Ashanti,Cocoa,212.83,25.1,0.39,Yes,1,1
8/22/2022,Ashanti,Maize,297.33,25.2,0.7,Yes,1,1
8/23/2022,Greater Accra,Rice,114.88,26.4,0.56,No,0,1
8/23/2022,Greater Accra,Cassava,74.35,27.7,0.27,No,0,1
8/23/2022,Western,Yam,223.91,26.2,0.7,Yes,0,1
8/24/2022,Volta,Maize,168.5,29.8,0.33,No,0,0
8/25/2022,Northern,Cassava,152,24.8,0.4,Yes,1,1
8/25/2022,Greater Accra,Rice,101.62,27.1,0.44,Yes,1,1
8/25/2022,Western,Yam,219.74,26.3,0.55,Yes,0,0
8/26/2022,Volta,Rice,218.1,24.4,0.49,Yes,0,1
8/26/2022,Northern,Cocoa,142.59,23.6,0.26,Yes,1,1
8/26/2022,Western,Cocoa,325.98,24.3,0.65,No,1,1
8/27/2022,Greater Accra,Cocoa,73.65,25.3,0.44,No,1,1
8/27/2022,Greater Accra,Rice,120.73,26.4,0.34,Yes,0,1
8/27/2022,Greater Accra,Maize,76.28,26.2,0.31,No,0,0
8/28/2022,Western,Rice,329.83,25.8,0.6,Yes,1,1
8/28/2022,Northern,Rice,166.87,28.7,0.33,No,1,1
8/29/2022,Western,Yam,194.05,23.1,0.59,No,1,1
8/29/2022,Western,Maize,295.31,27.6,0.46,Yes,0,1
8/29/2022,Greater Accra,Maize,88.19,25.5,0.44,Yes,0,1
8/30/2022,Ashanti,Rice,328.25,24.9,0.7,No,1,1
8/30/2022,Northern,Yam,149.76,26.2,0.4,No,0,1
8/30/2022,Northern,Rice,175.07,32.9,0.2,No,1,1
8/31/2022,Ashanti,Yam,289.4,26.2,0.44,Yes,1,1
8/31/2022,Western,Cassava,244.58,27,0.7,Yes,1,1
8/31/2022,Volta,Yam,184.67,22.9,0.46,Yes,1,1
8/31/2022,Northern,Cocoa,204.52,27.4,0.26,Yes,0,0
9/1/2022,Ashanti,Cassava,327.23,26.2,0.58,No,0,1
9/1/2022,Volta,Maize,223.82,26.8,0.49,Yes,0,1
9/1/2022,Greater Accra,Cocoa,139.21,24.3,0.51,No,1,1
9/1/2022,Western,Maize,306.49,22.6,0.6,Yes,0,0
9/1/2022,Western,Yam,325.51,24.6,0.7,No,1,1
9/2/2022,Ashanti,Cocoa,281.84,26.5,0.64,Yes,0,1
9/2/2022,Ashanti,Rice,287.03,23.9,0.54,Yes,1,1
9/2/2022,Northern,Rice,136.31,26.4,0.45,No,0,1
9/2/2022,Northern,Maize,184.79,28.4,0.34,Yes,0,1
9/2/2022,Ashanti,Rice,229.31,22.5,0.6,Yes,1,1
9/3/2022,Volta,Maize,206.15,26.2,0.38,No,1,1
9/3/2022,Northern,Cassava,151.7,27.3,0.4,Yes,1,1
9/3/2022,Volta,Rice,246.59,29.1,0.37,No,1,1
9/3/2022,Ashanti,Cassava,240.66,22.8,0.5,Yes,0,1
9/3/2022,Ashanti,Rice,239.09,23.7,0.67,Yes,1,1
9/3/2022,Greater Accra,Rice,106.05,28.5,0.38,No,1,1
9/4/2022,Volta,Yam,193.02,25.5,0.36,Yes,0,1
9/4/2022,Ashanti,Maize,300.72,29,0.37,No,1,1
9/4/2022,Greater Accra,Cassava,104.74,27.8,0.47,No,0,0
9/4/2022,Ashanti,Cassava,249.72,25.2,0.56,Yes,1,1
9/5/2022,Northern,Yam,199.86,30,0.31,Yes,0,1
9/5/2022,Northern,Cassava,169.89,30.3,0.46,Yes,0,1
9/5/2022,Volta,Yam,260.56,26.8,0.49,No,0,1
9/5/2022,Ashanti,Rice,274.46,23.5,0.51,No,1,1
9/6/2022,Ashanti,Cassava,227.17,24.6,0.7,Yes,0,1
9/7/2022,Volta,Cassava,181.55,25.2,0.4,Yes,1,1
9/7/2022,Ashanti,Rice,202.32,27,0.46,No,1,1
9/7/2022,Western,Rice,211.5,26,0.5,Yes,1,1
9/7/2022,Volta,Cassava,224.85,27.9,0.46,Yes,1,1
9/7/2022,Ashanti,Rice,252.35,24.4,0.53,No,0,1
9/8/2022,Western,Cocoa,331.66,22.4,0.36,Yes,1,1
9/8/2022,Ashanti,Rice,283.39,29,0.52,Yes,0,1
9/9/2022,Volta,Cocoa,259.53,21.5,0.46,Yes,1,0
9/9/2022,Western,Rice,296.87,23.8,0.7,Yes,0,0
9/9/2022,Northern,Yam,191.93,27.4,0.19,Yes,1,1
9/9/2022,Northern,Yam,153.76,30.6,0.39,Yes,1,1
9/9/2022,Greater Accra,Cassava,177.04,27,0.37,Yes,0,1
9/10/2022,Ashanti,Yam,221.43,23.8,0.7,Yes,1,1
9/10/2022,Greater Accra,Maize,126.34,24.9,0.45,Yes,0,0
9/10/2022,Northern,Cocoa,166.13,26.7,0.15,No,1,1
9/10/2022,Western,Cocoa,214.55,21.6,0.7,Yes,1,1
9/10/2022,Volta,Yam,144.98,22.7,0.48,No,1,1
9/10/2022,Greater Accra,Yam,123.38,29,0.43,Yes,0,1
9/11/2022,Western,Rice,382.69,24.3,0.52,Yes,0,1
9/11/2022,Volta,Yam,168.05,26.2,0.64,No,0,1
9/11/2022,Greater Accra,Maize,90.73,28.9,0.4,Yes,1,1
9/12/2022,Western,Maize,280.91,24.1,0.52,Yes,0,0
9/12/2022,Greater Accra,Maize,117.6,28.2,0.31,Yes,1,1
9/12/2022,Ashanti,Cassava,207.27,25.2,0.67,Yes,0,1
9/12/2022,Volta,Cassava,185.3,22.1,0.51,Yes,1,1
9/13/2022,Ashanti,Maize,178.58,23.6,0.63,Yes,0,1
9/13/2022,Ashanti,Cassava,303.93,21.4,0.58,Yes,0,0
9/13/2022,Greater Accra,Cassava,89.04,26,0.32,Yes,0,1
